title,year,mileage,price,location,transmission,enginePower,color,model,engineCapacity,fuelType,painted,changed,paintedCount,changedCount
HATASIZ BOYASIZ TRAMERSİZ,2006,268.500,669.000 TL,"Ankara, Altındağ",Otomatik,110 hp,Gri,1.6 i-VTEC LS,1590 cc,LPG & Benzin,,,0,0
Sahibinden Honda Civic 1.6 i-VTEC ES 2001 Model,2001,305.000,425.000 TL,"Muğla, Bodrum",Otomatik,110 hp,Gri,1.6 i-VTEC ES,1590 cc,LPG & Benzin,,,0,0
Sahibinden Honda Civic 1.6 i-VTEC Premium 2011 Model,2011,151.500,755.000 TL,"İstanbul, Kadıköy",Otomatik,125 hp,Siyah,1.6 i-VTEC Premium,1595 cc,Benzin,"Sol Arka Çamurluk; Sol Arka Kapı; Sol Ön Kapı",Sol Ön Çamurluk,3,1
Sahibinden Honda Civic 1.6 i-VTEC LS 2001 Model,2001,179.000,535.000 TL,"Bursa, Osmangazi",Otomatik,110 hp,Gri,1.6 i-VTEC LS,1590 cc,LPG & Benzin,"Sol Arka Çamurluk; Sağ Arka Kapı; Sol Arka Kapı; Sol Ön Kapı; Sağ Ön Çamurluk; Sol Ön Çamurluk",Sağ Ön Kapı,6,1
Sahibinden Honda Civic 1.6 i-VTEC Elegance 2007 Model,2007,215.000,687.500 TL,"Ağrı, Merkez",Otomatik,125 hp,Kahverengi,1.6 i-VTEC Elegance,1595 cc,LPG & Benzin,,,0,0
Sahibinden Honda Civic 1.6 i-VTEC LS 2003 Model,2003,196.000,475.000 TL,"Ankara, Pursaklar",Düz,110 hp,Beyaz,1.6 i-VTEC LS,1590 cc,Benzin,"Sağ Ön Kapı; Sol Ön Kapı; Motor Kaputu","Arka Kaput; Sol Arka Çamurluk; Sağ Ön Çamurluk; Sol Ön Çamurluk",3,4
Sahibinden Honda Civic 1.6 i-VTEC ES 2006 Model,2006,229.000,670.000 TL,"Samsun, İlkadım",Düz,110 hp,Gri,1.6 i-VTEC ES,1590 cc,LPG & Benzin,"Sağ Arka Çamurluk; Sol Arka Çamurluk; Sağ Ön Kapı; Sol Arka Kapı; Sol Ön Kapı; Sol Ön Çamurluk","Arka Kaput; Sağ Arka Kapı",6,2
Sahibinden FC5  Honda Civic 1.6 i-VTEC Eco Executive 2016 Model,2016,189.000,1.073.000 TL,"Hatay, Payas",Otomatik,125 hp,Beyaz,1.6 i-VTEC Eco Executive,1597 cc,LPG & Benzin,,,0,0
Extralı Eco Executive,2020,60.000,1.375.000 TL,"Tekirdağ, Şarköy",Otomatik,125 hp,Gri (Gümüş),1.6 i-VTEC Eco Executive,1597 cc,LPG & Benzin,,"Sol Arka Kapı; Sol Ön Kapı",0,2
Sahibinden Honda Civic 1.6 i-VTEC ES 2003 Model,2003,210.000,455.000 TL,"Ankara, Yenimahalle",Otomatik,110 hp,Kahverengi,1.6 i-VTEC ES,1590 cc,LPG & Benzin,"Sol Ön Kapı; Sol Ön Çamurluk","Sağ Arka Kapı; Sağ Ön Kapı; Sol Arka Kapı; Sağ Ön Çamurluk; Motor Kaputu",2,5
2018 
Yetkili servis Bak.Honda Civic 1.6 i-VTEC Eco Executive,2017,74.000,1.390.000 TL,"İstanbul, Kadıköy",Otomatik,101 - 125 HP,Beyaz,1.6 i-VTEC Eco Executive,1401 - 1600 cm3,LPG & Benzin,,,0,0
Sahibinden Honda Civic 1.6 i-VTEC Eco Premium 2012 Model,2012,134.000,970.000 TL,"İzmir, Karabağlar",Otomatik,125 hp,Beyaz,1.6 i-VTEC Eco Premium,1595 cc,Benzin,,,0,0
Sahibinden Honda Civic 1.6 FB7,2013,182.000,1.060.000 TL,"Çorum, Merkez",Otomatik,125 hp,Gri (Gümüş),1.6 i-VTEC ECO Elegance,1595 cc,LPG & Benzin,,,0,0
Sahibinden Honda Civic 1.6 i-VTEC Executive 2019 Model,2019,147.000,1.240.000 TL,"Bursa, Osmangazi",Otomatik,125 hp,Beyaz,1.6 i-VTEC Executive,1597 cc,Benzin,,,0,0
Sahibinden Honda Civic 1.6 i-VTEC Eco Executive 2019 Model,2019,65.400,1.450.000 TL,"Balıkesir, Altıeylül",Otomatik,125 hp,Beyaz,1.6 i-VTEC Eco Executive,1597 cc,LPG & Benzin,,,0,0
Sahibinden Honda Civic 1.6 i-VTEC Premium 2009 Model,2009,281.000,625.000 TL,"Samsun, Atakum",Düz,125 hp,Siyah,1.6 i-VTEC Premium,1595 cc,LPG & Benzin,"Sağ Arka Çamurluk; Sol Arka Çamurluk; Sağ Arka Kapı",,3,0
Sahibinden Honda Civic 1.6 i-VTEC Elegance 2018 Model,2018,94.000,1.060.000 TL,"Ordu, Fatsa",Otomatik,125 hp,Beyaz,1.6 i-VTEC Elegance,1597 cc,LPG & Benzin,"Sağ Ön Çamurluk; Sol Ön Çamurluk",Sol Ön Kapı,2,1
Sahibinden Honda Civic 1.6 i-VTEC Premium 2008 Model,2008,268.000,498.000 TL,"İstanbul, Bağcılar",Düz,125 hp,Gri (Gümüş),1.6 i-VTEC Premium,1595 cc,LPG & Benzin,"Arka Kaput; Sol Arka Çamurluk; Sağ Ön Kapı; Sol Arka Kapı; Sol Ön Kapı; Sağ Ön Çamurluk; Motor Kaputu",Sol Ön Çamurluk,7,1
Sahibinden Honda Civic 1.6 i-VTEC ES 2003 Model Hatay,2003,326.000,370.000 TL,"Hatay, İskenderun",Düz,110 hp,Bordo,1.6 i-VTEC ES,1590 cc,LPG & Benzin,"Sağ Arka Çamurluk; Arka Kaput; Sol Arka Çamurluk; Sağ Arka Kapı; Sağ Ön Kapı; Sol Arka Kapı; Sol Ön Kapı; Motor Kaputu; Ön Tampon; Arka Tampon","Sağ Ön Çamurluk; Sol Ön Çamurluk",10,2
Sahibinden Honda Civic 1.6 i-VTEC Dream 2007 Model,2007,234.000,650.000 TL,"Antalya, Alanya",Otomatik,125 hp,Bej,1.6 i-VTEC Dream,1595 cc,LPG & Benzin,"Sağ Arka Çamurluk; Sağ Arka Kapı; Sağ Ön Kapı; Sağ Ön Çamurluk",,4,0
Sahibinden Honda Civic 1.6 i-VTEC ECO Elegance 2017 Model,2017,134.000,1.170.000 TL,"İzmir, Menemen",Yarı Otomatik,125 hp,Beyaz,1.6 i-VTEC ECO Elegance,1597 cc,LPG & Benzin,Sol Ön Çamurluk,Sol Ön Kapı,1,1
Sahibinden Honda Civic 1.6 i-VTEC ECO Elegance 2019 Model,2019,55.000,1.330.000 TL,"Manisa, Yunusemre",Düz,126 - 150 HP,Beyaz,1.6 i-VTEC ECO Elegance,1601 - 1800 cm3,LPG & Benzin,,,0,0
Sahibinden Honda Civic 1.6 i-VTEC Eco Executive 2018 Model,2018,111.000,1.335.000 TL,"Manisa, Yunusemre",Otomatik,125 hp,Siyah,1.6 i-VTEC Eco Executive,1597 cc,LPG & Benzin,,,0,0
Sahibinden Honda Civic 1.6 i-VTEC Premium 2009 Model,2009,262.000,610.000 TL,"Düzce, Merkez",Otomatik,125 hp,Füme,1.6 i-VTEC Premium,1595 cc,LPG & Benzin,,,0,0
Sahibinden Honda Civic 1.6 i-VTEC ES 2002 Model,2002,315.000,349.000 TL,"Gaziantep, Şehitkamil",Düz,110 hp,Lacivert,1.6 i-VTEC ES,1590 cc,LPG & Benzin,"Sağ Arka Çamurluk; Arka Kaput; Sol Arka Çamurluk; Sağ Arka Kapı; Sağ Ön Kapı; Sol Arka Kapı; Sol Ön Kapı; Motor Kaputu; Ön Tampon; Arka Tampon","Sağ Ön Çamurluk; Sol Ön Çamurluk",10,2
FULL BAKIMLI DEĞİŞENSİZ km139000 Honda Civic 1.6 i-VTEC Premium 2008 Model,2008,140.000,625.000 TL,"Muğla, Milas",Düz,125 hp,Gri (Gümüş),1.6 i-VTEC Premium,1595 cc,LPG & Benzin,"Sağ Arka Çamurluk; Sağ Ön Çamurluk",,2,0
Sahibinden Honda Civic Otomatik 1.6 i-VTEC ECO Elegance 2018 Model Gölcük Kocaeli,2018,129.000,1.260.000 TL,"Kocaeli, Gölcük",Yarı Otomatik,125 hp,Mavi (metalik),1.6 i-VTEC ECO Elegance,1597 cc,LPG & Benzin,,,0,0
Sahibinden Honda Civic 1.6 i-VTEC Elegance 2006 Model,2006,19.000,650.000 TL,"Sakarya, Adapazarı",Otomatik,,Sarı,1.6 i-VTEC Elegance,,LPG & Benzin,"Sağ Arka Çamurluk; Arka Kaput; Sol Arka Çamurluk; Sağ Arka Kapı; Sağ Ön Kapı; Tavan; Sol Arka Kapı; Sol Ön Kapı; Sağ Ön Çamurluk; Motor Kaputu; Sol Ön Çamurluk; Ön Tampon; Arka Tampon",,13,0
DEĞİŞENİ HATASI BOYASI OLMAYAN HONDA CİVİC ECO ELEGANCE,2019,67.000,1.375.000 TL,"Malatya, Yeşilyurt",Yarı Otomatik,125 hp,Siyah,1.6 i-VTEC ECO Elegance,1597 cc,LPG & Benzin,,,0,0
Sahibinden Honda Civic 1.6 i-VTEC ECO Elegance 2013 Model,2013,80.000,950.000 TL,"İstanbul, Ümraniye",Otomatik,125 hp,Beyaz,1.6 i-VTEC ECO Elegance,1595 cc,LPG & Benzin,,,0,0
Sahibinden Honda Civic 1.6 i-VTEC ES 2003 Model,2003,270.000,465.000 TL,"Ankara, Yenimahalle",Düz,110 hp,Gri (Gümüş),1.6 i-VTEC ES,1590 cc,LPG & Benzin,Sağ Ön Çamurluk,"Sol Arka Kapı; Sol Ön Çamurluk; Arka Tampon",1,3
Sahibinden Honda Civic 1.6 i-VTEC Premium 2008 Model,2008,330.000,550.000 TL,"Hatay, Hassa",Düz,125 hp,Siyah,1.6 i-VTEC Premium,1595 cc,LPG & Benzin,"Arka Kaput; Sol Arka Çamurluk; Sol Arka Kapı; Sol Ön Kapı",Sol Ön Çamurluk,4,1
Sahibinden Honda Civic 1.6 i-VTEC Elegance 2008 Model,2008,186.000,720.000 TL,"Bursa, Osmangazi",Düz,125 hp,Gri (metalik),1.6 i-VTEC Elegance,1595 cc,LPG & Benzin,,,0,0
Sahibinden Honda Civic 1.6 i-VTEC Eco Executive 2020 Model Bolu,2020,82.000,1.450.000 TL,"Bolu, Merkez",Otomatik,125 hp,Mavi (metalik),1.6 i-VTEC Eco Executive,1597 cc,LPG & Benzin,,,0,0
Sahibinden Honda Civic 1.6 i-VTEC ES 2006 Model,2006,235.000,630.000 TL,"Ankara, Altındağ",Otomatik,110 hp,Füme,1.6 i-VTEC ES,1590 cc,LPG & Benzin,"Sağ Arka Kapı; Sağ Ön Çamurluk; Motor Kaputu",,3,0
Sahibinden Honda Civic 1.6 i-VTEC Dream 2007 Model,2007,205.000,635.000 TL,"Isparta, Merkez",Otomatik,125 hp,Siyah,1.6 i-VTEC Dream,1595 cc,Benzin,"Sağ Arka Çamurluk; Arka Kaput; Sol Arka Çamurluk; Sağ Arka Kapı; Sağ Ön Kapı; Tavan; Sol Arka Kapı; Sol Ön Kapı; Sağ Ön Çamurluk; Motor Kaputu; Sol Ön Çamurluk; Ön Tampon; Arka Tampon",,13,0
Sahibinden Honda Civic 1.6 i-VTEC ES 2006 Model,2006,305.000,415.000 TL,"İstanbul, Avcılar",Otomatik,,Mavi,1.6 i-VTEC ES,,LPG & Benzin,,,0,0
Sahibinden makyajlı kasa civic fd6,2007,244.000,633.000 TL,"Tekirdağ, Süleymanpaşa",Düz,125 hp,Bej,1.6 i-VTEC Dream,1595 cc,LPG & Benzin,"Sağ Arka Çamurluk; Sol Arka Çamurluk; Sağ Arka Kapı; Sol Arka Kapı; Sol Ön Kapı; Ön Tampon; Arka Tampon","Motor Kaputu; Sol Ön Çamurluk",7,2
Sahibinden Honda Civic 1.6 i-VTEC Dream 2010 Model,2010,186.000,755.000 TL,"Eskişehir, Odunpazarı",Düz,125 hp,Füme,1.6 i-VTEC Dream,1595 cc,LPG & Benzin,,,0,0
Sahibinden Honda Civic 1.6 i-VTEC Elegance 2007 Model,2007,259.000,760.000 TL,"Afyonkarahisar, Merkez",Otomatik,125 hp,Siyah,1.6 i-VTEC Elegance,1595 cc,LPG & Benzin,,,0,0
Sahibinden Honda Civic 1.6 i-VTEC Dream 2007 Model,2007,304.000,550.000 TL,"Van, Tuşba",Otomatik,125 hp,Siyah,1.6 i-VTEC Dream,1595 cc,LPG & Benzin,"Sağ Arka Çamurluk; Sol Arka Çamurluk; Sağ Arka Kapı",,3,0
Sahibinden Honda Civic 1.6 i-VTEC LS 2004 Model,2004,410.000,430.000 TL,"Kayseri, Pınarbaşı",Otomatik,,Bej,1.6 i-VTEC LS,,LPG & Benzin,,,0,0
Sahibinden Honda Civic 1.6 i-VTEC ECO Elegance 2012 Model Samsun,2012,221.000,920.000 TL,"Samsun, Bafra",Otomatik,125 hp,Füme,1.6 i-VTEC ECO Elegance,1595 cc,LPG & Benzin,,,0,0
Sahibinden Honda Civic 1.6 i-VTEC Elegance 2020 Model,2020,73.000,1.375.000 TL,"Antalya, Finike",Otomatik,125 hp,Beyaz,1.6 i-VTEC Elegance,1597 cc,Benzin,,,0,0
Sahibinden Honda Civic 1.6 i-VTEC Elegance 2007 Model,2007,259.000,559.000 TL,"Kahramanmaraş, Onikişubat",Düz,125 hp,Siyah,1.6 i-VTEC Elegance,1595 cc,LPG & Benzin,"Sol Arka Çamurluk; Sol Arka Kapı; Sol Ön Kapı","Motor Kaputu; Sol Ön Çamurluk",3,2
Sahibinden Honda Civic 1.6 i-VTEC Premium 2008 Model,2008,256.000,625.000 TL,"Kocaeli, Körfez",Otomatik,125 hp,Siyah,1.6 i-VTEC Premium,1595 cc,LPG & Benzin,Arka Tampon,"Sol Ön Kapı; Motor Kaputu",1,2
Sahibinden Honda Civic 1.6 i-VTEC Elegance 2007 Model,2007,285.000,575.000 TL,"Sivas, Merkez",Otomatik,125 hp,Kahverengi,1.6 i-VTEC Elegance,1595 cc,LPG & Benzin,"Sağ Arka Çamurluk; Arka Kaput; Sol Arka Çamurluk; Sağ Arka Kapı; Sağ Ön Kapı; Sol Arka Kapı; Sol Ön Kapı; Motor Kaputu; Sol Ön Çamurluk; Ön Tampon; Arka Tampon",Sağ Ön Çamurluk,11,1
Sahibinden Honda Civic 1.6 i-VTEC Eco Executive 2020 Model,2020,42.800,1.600.000 TL,"Erzurum, Yakutiye",Otomatik,125 hp,Mavi,1.6 i-VTEC Eco Executive,1597 cc,LPG & Benzin,,,0,0
Öğretmenden Honda Civic 1.6 i-VTEC Eco Premium OV 2014 Model,2014,224.500,810.000 TL,"Van, İpekyolu",Otomatik,125 hp,Beyaz,1.6 i-VTEC Eco Premium,1595 cc,LPG & Benzin,"Sol Arka Çamurluk; Sağ Ön Kapı; Sol Arka Kapı; Sağ Ön Çamurluk",Sol Ön Kapı,4,1
Boncuk ilanda,2005,276.000,485.000 TL,"Kocaeli, Körfez",Düz,110 hp,Bej,1.6 i-VTEC ES,1590 cc,LPG & Benzin,"Sol Arka Çamurluk; Sol Arka Kapı; Sol Ön Çamurluk","Arka Kaput; Sol Ön Kapı",3,2
Sahibinden Honda Civic 1.6 i-VTEC Dream 2006 Model,2006,216.000,630.000 TL,"İstanbul, Pendik",Otomatik,125 hp,Bordo,1.6 i-VTEC Dream,1595 cc,LPG & Benzin,,Sol Ön Çamurluk,0,1
Sahibinden DEĞİŞENSİZ Honda Civic 1.6 i-VTEC LS 2005 Model,2005,340.000,565.000 TL,"Kayseri, Kocasinan",Düz,110 hp,Füme,1.6 i-VTEC LS,1590 cc,LPG & Benzin,"Sağ Arka Kapı; Sol Ön Çamurluk",,2,0
Sahibinden Honda Civic 1.6 i-VTEC ECO Elegance 2015 Model,2015,99.000,890.000 TL,"Çorum, İskilip",Otomatik,125 hp,Siyah,1.6 i-VTEC ECO Elegance,1598 cc,LPG & Benzin,Sol Arka Çamurluk,"Sol Arka Kapı; Sağ Ön Çamurluk; Motor Kaputu; Sol Ön Çamurluk; Ön Tampon; Arka Tampon",1,6
Sahibinden Honda Civic 1.6 i-VTEC Elegance 2007 Model,2007,250.000,630.000 TL,"Kocaeli, İzmit",Otomatik,125 hp,Kahverengi,1.6 i-VTEC Elegance,1595 cc,LPG & Benzin,"Sağ Arka Çamurluk; Sol Arka Çamurluk; Sağ Arka Kapı; Sağ Ön Kapı; Sol Arka Kapı; Sol Ön Kapı; Sağ Ön Çamurluk; Sol Ön Çamurluk; Ön Tampon","Arka Kaput; Arka Tampon",9,2
Honda Civic beyaz fb7 eco premium otomatik,2013,190.000,770.000 TL,"Kocaeli, Gebze",Otomatik,125 hp,Beyaz,1.6 i-VTEC Eco Premium,1595 cc,LPG & Benzin,"Sol Arka Çamurluk; Motor Kaputu",Arka Kaput,2,1
Sahibinden Honda Civic 1.6 i-VTEC ECO Elegance 2016 Model,2016,196.000,990.000 TL,"Hatay, Defne",Otomatik,125 hp,Beyaz,1.6 i-VTEC ECO Elegance,1598 cc,LPG & Benzin,Motor Kaputu,,1,0
Honda Civic ECO Elegance 2015 Sunroof koltuk ısıtma F1 150bin km,2015,150.000,1.025.000 TL,"Adana, Yüreğir",Otomatik,125 hp,Gri,1.6 i-VTEC ECO Elegance,1598 cc,LPG & Benzin,Ön Tampon,,1,0
Sahibinden Honda Civic 1.6 i-VTEC Eco Executive 2017 Model,2017,190.000,1.090.000 TL,"İstanbul, Maltepe",Otomatik,125 hp,Siyah,1.6 i-VTEC Eco Executive,1597 cc,LPG & Benzin,"Sağ Arka Kapı; Sağ Ön Kapı; Sağ Ön Çamurluk; Motor Kaputu",,4,0
ACİL CUMA'YA KADAR GEÇERLİSahibinden Honda Civic 1.6 i-VTEC Eco Executive 2016 Model,2016,66.000,1.160.000 TL,"Gaziantep, Şahinbey",Düz,125 hp,Beyaz,1.6 i-VTEC Eco Executive,1597 cc,LPG & Benzin,,,0,0
2018 BOYASIZ ORJİNAL BAKIMLI OTOMATİK FABRİKASYON LPG,2018,140.000,1.265.000 TL,"Bingöl, Merkez",Yarı Otomatik,125 hp,Füme,1.6 i-VTEC ECO Elegance,1597 cc,LPG & Benzin,,,0,0
SAHİBİNDEN TERTEMİZ HONDA CIVIC,2019,99.600,1.375.000 TL,"Artvin, Borçka",Otomatik,125 hp,Gri (Gümüş),1.6 i-VTEC Eco Executive,1597 cc,LPG & Benzin,,,0,0
Sahibinden Honda Civic 1.6 i-VTEC Dream 2010 Model,2010,230.000,575.000 TL,"Bursa, Nilüfer",Düz,125 hp,Siyah,1.6 i-VTEC Dream,1595 cc,LPG & Benzin,"Sağ Ön Kapı; Sol Ön Kapı; Sol Ön Çamurluk","Arka Kaput; Sağ Ön Çamurluk; Arka Tampon",3,3
SAHİBİNDEN HATASIZ BOYASIZ DEĞİŞENSİZ,2016,125.500,1.190.000 TL,"Kırıkkale, Merkez",Otomatik,125 hp,Siyah,1.6 i-VTEC Eco Executive,1597 cc,LPG & Benzin,,,0,0
Sahibinden Honda Civic 1.6 i-VTEC Eco Executive 2020 Model,2020,79.500,1.455.555 TL,"Samsun, Ladik",Otomatik,125 hp,Mavi (metalik),1.6 i-VTEC Eco Executive,1597 cc,LPG & Benzin,,,0,0
Öğretmenden Hatasız Honda Civic ACİL!! ACİL!!,2011,230.000,700.000 TL,"Osmaniye, Toprakkale",Düz,125 hp,Gri (Gümüş),1.6 i-VTEC Premium,1595 cc,LPG & Benzin,,,0,0
Sahibinden Honda Civic 1.6 i-VTEC ECO Elegance 2021 Model,2021,60.000,1.485.000 TL,"Ankara, Gölbaşı",Yarı Otomatik,125 hp,Mavi (metalik),1.6 i-VTEC ECO Elegance,1597 cc,LPG & Benzin,,,0,0
Sahibinden Honda Civic 1.6 i-VTEC ES 2005 Model,2005,238.000,560.000 TL,"Denizli, Honaz",Düz,110 hp,Gri (Gümüş),1.6 i-VTEC ES,1590 cc,LPG & Benzin,Motor Kaputu,"Sağ Ön Çamurluk; Sol Ön Çamurluk",1,2
Sahibinden Honda Civic 1.6 i-VTEC Eco Executive 2019 Model İstanbul,2019,94.000,1.310.000 TL,"İstanbul, Başakşehir",Otomatik,125 hp,Siyah,1.6 i-VTEC Eco Executive,1597 cc,LPG & Benzin,,Arka Tampon,0,1
Sahibinden Honda Civic 1.6 i-VTEC ECO Elegance 2013 Model,2013,94.000,1.000.000 TL,"Eskişehir, Tepebaşı",Otomatik,125 hp,Gri (Gümüş),1.6 i-VTEC ECO Elegance,1595 cc,LPG & Benzin,,,0,0
Sahibinden Honda Civic 1.6 i-VTEC Eco Executive 2018 Model KAÇMAZ,2018,125.000,1.319.000 TL,"İstanbul, Zeytinburnu",Otomatik,125 hp,Siyah,1.6 i-VTEC Eco Executive,1597 cc,LPG & Benzin,,,0,0
Sahibinden Honda Civic 1.6 i-VTEC ECO Elegance 2012 Model,2012,127.000,930.000 TL,"Erzurum, Şenkaya",Otomatik,125 hp,Beyaz,1.6 i-VTEC ECO Elegance,1595 cc,Benzin,,Motor Kaputu,0,1
Sahibinden HONDANIN ARANAN SERİSİ Honda Civic 1.6 i-VTEC ES 2006 Model,2006,265.000,650.000 TL,"Gaziantep, Şehitkamil",Otomatik,110 hp,Gri (Gümüş),1.6 i-VTEC ES,1590 cc,LPG & Benzin,,,0,0
Sahibinden otomatik Honda Civic 1.6 i-VTEC ES 2002 Model,2002,489.000,398.750 TL,"İstanbul, Küçükçekmece",Otomatik,110 hp,Gri (Gümüş),1.6 i-VTEC ES,1590 cc,LPG & Benzin,"Sağ Arka Çamurluk; Sol Arka Çamurluk; Sağ Arka Kapı; Sağ Ön Kapı; Sol Ön Kapı; Ön Tampon; Arka Tampon","Arka Kaput; Sağ Ön Çamurluk; Motor Kaputu; Sol Ön Çamurluk",7,4
Sahibinden Honda Civic 1.6 i-VTEC Dream 2007 Model,2007,292.454,540.000 TL,"Tekirdağ, Şarköy",Düz,125 hp,Gri,1.6 i-VTEC Dream,1595 cc,LPG & Benzin,"Sağ Arka Kapı; Sağ Ön Kapı; Sol Arka Kapı",,3,0
Sahibinden Honda Civic 1.6 i-VTEC Premium 2011 Model,2011,150.000,765.000 TL,"Konya, Selçuklu",Otomatik,125 hp,Füme,1.6 i-VTEC Premium,1595 cc,LPG & Benzin,"Sağ Arka Çamurluk; Arka Kaput; Sol Arka Çamurluk; Sağ Arka Kapı; Sağ Ön Kapı; Sol Arka Kapı; Sağ Ön Çamurluk",Sol Ön Kapı,7,1
Sahibinden Honda Civic 1.6 i-VTEC ECO Elegance 2012 Model,2012,191.500,829.000 TL,"İzmir, Tire",Otomatik,125 hp,Siyah,1.6 i-VTEC ECO Elegance,1595 cc,LPG & Benzin,"Sol Ön Kapı; Motor Kaputu; Sol Ön Çamurluk",,3,0
Sahibinden Full Bakımlı Civic,2003,340.000,435.000 TL,"Kayseri, Melikgazi",Düz,110 hp,Gri (Gümüş),1.6 i-VTEC LS,1590 cc,LPG & Benzin,Sol Ön Kapı,"Sol Arka Kapı; Motor Kaputu",1,2
Sahibinden Honda Civic 1.6 i-VTEC Elegance 2007 Model,2007,358.000,599.000 TL,"Bursa, İznik",Düz,125 hp,Gri (Gümüş),1.6 i-VTEC Elegance,1595 cc,LPG & Benzin,"Sağ Arka Çamurluk; Sol Arka Çamurluk",,2,0
Sahibinden Honda Civic 1.6 i-VTEC ECO Elegance 2013 Model,2013,198.000,915.000 TL,"Denizli, Honaz",Otomatik,125 hp,Füme,1.6 i-VTEC ECO Elegance,1595 cc,LPG & Benzin,Sağ Arka Çamurluk,,1,0
Sahibinden Honda Civic 1.6 i-VTEC ECO Elegance 2013 Model,2013,212.000,900.000 TL,"Kocaeli, Derince",Otomatik,125 hp,Beyaz,1.6 i-VTEC ECO Elegance,1595 cc,LPG & Benzin,,Ön Tampon,0,1
Sahibinden Honda Civic 1.6 i-VTEC Eco Premium 2013 Model,2013,152.500,899.000 TL,"Samsun, İlkadım",Düz,125 hp,Siyah,1.6 i-VTEC Eco Premium,1595 cc,LPG & Benzin,"Sol Arka Çamurluk; Sol Arka Kapı; Sol Ön Çamurluk",Sol Ön Kapı,3,1
Sahibinden Honda Civic 1.6 i-VTEC ECO Elegance 2016 Model,2016,105.000,950.000 TL,"Antalya, Manavgat",Düz,125 hp,Beyaz,1.6 i-VTEC ECO Elegance,1597 cc,Benzin,,,0,0
Sahibinden Honda Civic 1.6 i-VTEC ECO Elegance 2017 Model,2017,95.250,1.250.000 TL,"Diyarbakır, Kayapınar",Otomatik,,Beyaz,1.6 i-VTEC ECO Elegance,,LPG & Benzin,,,0,0
Sahibinden Honda Civic 1.6 i-VTEC ECO Elegance 2013 Model,2013,191.000,945.000 TL,"Afyonkarahisar, Merkez",Otomatik,125 hp,Beyaz,1.6 i-VTEC ECO Elegance,1595 cc,LPG & Benzin,,,0,0
HONDA CIVIC  BAKIMLI MASRAF SIZ,2010,189.995,674.995 TL,"Ankara, Yenimahalle",Otomatik,125 hp,Siyah,1.6 i-VTEC Elegance,1595 cc,LPG & Benzin,"Sağ Arka Çamurluk; Sol Arka Çamurluk; Sağ Arka Kapı; Sol Arka Kapı; Sol Ön Kapı; Ön Tampon; Arka Tampon","Sağ Ön Kapı; Sağ Ön Çamurluk; Sol Ön Çamurluk",7,3
Sahibinden Honda Civic 1.6 i-VTEC
Araç Opsiyonlandı,2019,51.000,1.400.000 TL,"Ankara, Çankaya",Otomatik,125 hp,Beyaz,1.6 i-VTEC Eco Executive,1597 cc,LPG & Benzin,,,0,0
Sahibinden Honda Civic 1.6 i-VTEC Elegance 2011 Model | Düşük Kilometre,2011,109.800,825.000 TL,"İstanbul, Ümraniye",Düz,125 hp,Kahverengi,1.6 i-VTEC Elegance,1595 cc,Benzin,"Sağ Arka Çamurluk; Sağ Arka Kapı; Sağ Ön Kapı; Sağ Ön Çamurluk",,4,0
Sahibinden Honda Civic 1.6 i-VTEC LS 2005 Model,2005,160.000,565.000 TL,"İstanbul, Sancaktepe",Otomatik,110 hp,Gri,1.6 i-VTEC LS,1590 cc,Benzin,"Arka Kaput; Sol Arka Kapı; Sol Ön Kapı; Sağ Ön Çamurluk; Sol Ön Çamurluk",,5,0
Sahibinden Honda Civic 1.6 i-VTEC ES 2004 Model,2004,280.000,600.000 TL,"İstanbul, Ümraniye",Otomatik,110 hp,Füme,1.6 i-VTEC ES,1590 cc,LPG & Benzin,"Sağ Arka Çamurluk; Sol Arka Çamurluk; Sağ Arka Kapı; Sağ Ön Kapı; Sol Arka Kapı; Sol Ön Kapı","Sağ Ön Çamurluk; Motor Kaputu; Sol Ön Çamurluk",6,3
Sahibinden Honda Civic 1.6 i-VTEC Premium 2015 Model,2015,99.300,1.075.000 TL,"Antalya, Alanya",Otomatik,125 hp,Bordo,1.6 i-VTEC Premium,1598 cc,Benzin,"Sağ Arka Kapı; Sağ Ön Kapı; Sağ Ön Çamurluk; Ön Tampon; Arka Tampon",,5,0
Sahibinden Honda Civic 1.6 i-VTEC LS 2004 Model,2004,314.000,590.000 TL,"Mersin, Silifke",Düz,110 hp,Beyaz,1.6 i-VTEC LS,1590 cc,LPG & Benzin,,,0,0
Sahibinden Honda Civic 1.6 i-VTEC ECO Elegance 2021 Model,2021,51.000,1.476.550 TL,"Erzurum, Yakutiye",Yarı Otomatik,125 hp,Beyaz,1.6 i-VTEC ECO Elegance,1597 cc,LPG & Benzin,,,0,0
Sahibinden Honda Civic 1.6 i-VTEC ECO Elegance 2017 Model,2017,164.000,1.250.000 TL,"Ankara, Keçiören",Otomatik,125 hp,Siyah,1.6 i-VTEC ECO Elegance,1598 cc,LPG & Benzin,,,0,0
Sahibinden Honda Civic 1.6 i-VTEC ES 2004 Model,2004,162.000,449.000 TL,"Bursa, Yıldırım",Otomatik,110 hp,Siyah,1.6 i-VTEC ES,1590 cc,LPG & Benzin,"Arka Kaput; Sağ Arka Kapı; Sağ Ön Kapı; Sol Arka Kapı; Sol Ön Kapı","Sağ Ön Çamurluk; Motor Kaputu",5,2
